2025-05-14 19:14:58.353035: 온도: 19°C, 습도: 60%, 날씨: 흐림, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: 18°C, 습도: 85%, 날씨: 구름많음, 강수량: 강수없음mm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
온도: None°C, 습도: None%, 날씨: 알 수 없음, 강수량: Nonemm, 적설량: Nonecm
